/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/239.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Early_blight/921.JPG,1
/mnt/workspace/tomatodata/tomato/Tomato_healthy/39.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/507.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Leaf_Mold/694.JPG,3
/mnt/workspace/tomatodata/tomato/Tomato_Septoria_leaf_spot/626.JPG,4
/mnt/workspace/tomatodata/tomato/Tomato_Early_blight/953.JPG,1
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/546.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Leaf_Mold/35.JPG,3
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1868.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1109.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/1380.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/381.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato_healthy/1390.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/3145.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/871.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_Leaf_Mold/704.JPG,3
/mnt/workspace/tomatodata/tomato/Tomato_healthy/191.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/432.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1749.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/1535.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/1326.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/1186.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/639.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_healthy/805.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/950.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_healthy/473.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato_Early_blight/82.JPG,1
/mnt/workspace/tomatodata/tomato/Tomato_Early_blight/45.JPG,1
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/339.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato__Target_Spot/146.JPG,6
/mnt/workspace/tomatodata/tomato/Tomato_Septoria_leaf_spot/873.JPG,4
/mnt/workspace/tomatodata/tomato/Tomato_Leaf_Mold/95.JPG,3
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/2108.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/3127.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_healthy/1119.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato__Target_Spot/1076.JPG,6
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/1832.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/1134.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Septoria_leaf_spot/1446.JPG,4
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/912.jpg,2
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1110.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/726.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/788.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/802.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/1327.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/1804.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1316.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Early_blight/519.JPG,1
/mnt/workspace/tomatodata/tomato/Tomato__Target_Spot/126.JPG,6
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_mosaic_virus/250.JPG,8
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/762.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/1046.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato__Target_Spot/1380.JPG,6
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1629.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_healthy/94.JPG,9
/mnt/workspace/tomatodata/tomato/Tomato__Target_Spot/1306.JPG,6
/mnt/workspace/tomatodata/tomato/Tomato_Spider_mites_Two_spotted_spider_mite/1222.JPG,5
/mnt/workspace/tomatodata/tomato/Tomato__Tomato_YellowLeaf__Curl_Virus/1123.JPG,7
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/817.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Bacterial_spot/1806.JPG,0
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/1136.JPG,2
/mnt/workspace/tomatodata/tomato/Tomato_Late_blight/727.JPG,2
